cx,cy
22,125
22,126
22,127
22,128
22,129
22,130
22,131
22,132
22,133
22,134
22,135
22,136
22,137
22,138
22,139
22,140
22,141
22,153
22,154
22,155
22,156
22,157
22,158
22,159
22,160
22,161
22,162
22,163
22,164
22,165
22,166
22,167
22,168
22,169
22,170
22,171
22,172
22,173
22,174
22,175
22,176
22,177
22,178
22,179
22,180
22,181
22,182
22,183
22,184
22,185
22,186
22,187
22,235
22,236
23,111
23,112
23,113
23,114
23,117
23,118
23,119
23,120
23,121
23,122
23,123
23,124
23,125
23,126
23,127
23,128
23,129
23,130
23,131
23,132
23,133
23,134
23,135
23,136
23,137
23,138
23,139
23,140
23,141
23,142
23,143
23,144
23,153
23,154
23,155
23,156
23,157
23,158
23,159
23,160
23,161
23,162
23,163
23,164
23,165
23,166
23,167
23,168
23,169
23,170
23,171
23,172
23,173
23,174
23,175
23,176
23,177
23,178
23,179
23,180
23,181
23,182
23,183
23,184
23,185
23,186
23,187
23,188
23,189
23,235
23,236
23,237
23,238
24,108
24,109
24,110
24,111
24,112
24,113
24,114
24,115
24,116
24,117
24,118
24,119
24,120
24,121
24,122
24,123
24,124
24,125
24,126
24,127
24,128
24,129
24,130
24,131
24,132
24,133
24,134
24,135
24,136
24,137
24,138
24,139
24,140
24,141
24,142
24,143
24,144
24,145
24,152
24,153
24,154
24,155
24,156
24,157
24,158
24,159
24,160
24,161
24,162
24,163
24,164
24,165
24,166
24,167
24,168
24,169
24,170
24,171
24,172
24,173
24,174
24,175
24,176
24,177
24,178
24,179
24,180
24,181
24,182
24,183
24,184
24,185
24,186
24,187
24,188
24,189
24,190
24,234
24,235
24,236
24,237
25,105
25,106
25,107
25,108
25,109
25,110
25,111
25,112
25,113
25,114
25,115
25,116
25,117
25,118
25,119
25,120
25,121
25,122
25,123
25,124
25,125
25,126
25,127
25,128
25,129
25,130
25,131
25,132
25,133
25,134
25,135
25,136
25,137
25,138
25,139
25,140
25,141
25,142
25,143
25,144
25,145
25,146
25,147
25,151
25,152
25,153
25,154
25,155
25,156
25,157
25,158
25,159
25,160
25,161
25,162
25,163
25,164
25,165
25,166
25,167
25,168
25,169
25,170
25,171
25,172
25,173
25,174
25,175
25,176
25,177
25,178
25,179
25,180
25,181
25,182
25,183
25,184
25,185
25,186
25,187
25,188
25,189
25,190
25,191
25,233
25,234
25,235
25,236
25,237
25,238
25,239
26,102
26,103
26,104
26,105
26,106
26,107
26,108
26,109
26,110
26,111
26,112
26,113
26,114
26,115
26,116
26,117
26,118
26,119
26,120
26,121
26,122
26,123
26,124
26,125
26,126
26,127
26,128
26,129
26,130
26,131
26,132
26,133
26,134
26,135
26,136
26,137
26,138
26,139
26,140
26,141
26,142
26,143
26,144
26,145
26,146
26,147
26,148
26,151
26,152
26,153
26,154
26,155
26,156
26,157
26,158
26,159
26,160
26,161
26,162
26,163
26,164
26,165
26,166
26,167
26,168
26,169
26,170
26,171
26,172
26,173
26,174
26,175
26,176
26,177
26,178
26,179
26,180
26,181
26,182
26,183
26,184
26,185
26,186
26,187
26,188
26,189
26,190
26,191
26,192
26,232
26,233
26,234
26,235
26,236
26,237
26,238
26,239
26,240
27,100
27,101
27,102
27,103
27,104
27,105
27,106
27,107
27,108
27,109
27,110
27,111
27,112
27,113
27,114
27,115
27,116
27,117
27,118
27,119
27,120
27,121
27,122
27,123
27,124
27,125
27,126
27,127
27,128
27,129
27,130
27,131
27,132
27,133
27,134
27,135
27,136
27,137
27,138
27,139
27,140
27,141
27,142
27,143
27,144
27,145
27,146
27,147
27,148
27,149
27,150
27,151
27,152
27,153
27,154
27,155
27,156
27,157
27,158
27,159
27,160
27,161
27,162
27,163
27,164
27,165
27,166
27,167
27,168
27,169
27,170
27,171
27,172
27,173
27,174
27,175
27,176
27,177
27,178
27,179
27,180
27,181
27,182
27,183
27,184
27,185
27,186
27,187
27,188
27,189
27,190
27,191
27,192
27,193
27,194
27,231
27,232
27,233
27,234
27,235
27,236
27,237
27,238
27,239
27,240
27,241
28,74
28,75
28,76
28,77
28,78
28,79
28,80
28,81
28,82
28,83
28,96
28,97
28,98
28,99
28,100
28,101
28,102
28,103
28,104
28,105
28,106
28,107
28,108
28,109
28,110
28,111
28,112
28,113
28,114
28,115
28,116
28,117
28,118
28,119
28,120
28,121
28,122
28,123
28,124
28,125
28,126
28,127
28,128
28,129
28,130
28,131
28,132
28,133
28,134
28,135
28,136
28,137
28,138
28,139
28,140
28,141
28,142
28,143
28,144
28,145
28,146
28,147
28,148
28,149
28,150
28,151
28,152
28,153
28,154
28,155
28,156
28,157
28,158
28,159
28,160
28,161
28,162
28,163
28,164
28,165
28,166
28,167
28,168
28,169
28,170
28,171
28,172
28,173
28,174
28,175
28,176
28,177
28,178
28,179
28,180
28,181
28,182
28,183
28,184
28,185
28,186
28,187
28,188
28,189
28,190
28,191
28,192
28,193
28,194
28,195
28,230
28,231
28,232
28,233
28,234
28,235
28,236
28,237
28,238
28,239
28,240
28,241
28,242
28,243
29,72
29,73
29,74
29,75
29,76
29,77
29,78
29,79
29,80
29,81
29,82
29,83
29,84
29,85
29,86
29,87
29,88
29,89
29,90
29,91
29,92
29,93
29,94
29,95
29,96
29,97
29,98
29,99
29,100
29,101
29,102
29,103
29,104
29,105
29,106
29,107
29,108
29,109
29,110
29,111
29,112
29,113
29,114
29,115
29,116
29,117
29,118
29,119
29,120
29,121
29,122
29,123
29,124
29,125
29,126
29,127
29,128
29,129
29,130
29,131
29,132
29,133
29,134
29,135
29,136
29,137
29,138
29,139
29,140
29,141
29,142
29,143
29,144
29,145
29,146
29,147
29,148
29,149
29,150
29,151
29,152
29,153
29,154
29,155
29,156
29,157
29,158
29,159
29,160
29,161
29,162
29,163
29,164
29,165
29,166
29,167
29,168
29,169
29,170
29,171
29,172
29,173
29,174
29,175
29,176
29,177
29,178
29,179
29,180
29,181
29,182
29,183
29,184
29,185
29,186
29,187
29,188
29,189
29,190
29,191
29,192
29,193
29,194
29,195
29,196
29,229
29,230
29,231
29,232
29,233
29,234
29,235
29,236
29,237
29,238
29,239
29,240
29,241
29,242
29,243
30,71
30,72
30,73
30,74
30,75
30,76
30,77
30,78
30,79
30,80
30,81
30,82
30,83
30,84
30,85
30,86
30,87
30,88
30,89
30,90
30,91
30,92
30,93
30,94
30,95
30,96
30,97
30,98
30,99
30,100
30,101
30,102
30,103
30,104
30,105
30,106
30,107
30,108
30,109
30,110
30,111
30,112
30,113
30,114
30,115
30,116
30,117
30,118
30,119
30,120
30,121
30,122
30,123
30,124
30,125
30,126
30,127
30,128
30,129
30,130
30,131
30,132
30,133
30,134
30,135
30,136
30,137
30,138
30,139
30,140
30,141
30,142
30,143
30,144
30,145
30,146
30,147
30,148
30,149
30,150
30,151
30,152
30,153
30,154
30,155
30,156
30,157
30,158
30,159
30,160
30,161
30,162
30,163
30,164
30,165
30,166
30,167
30,168
30,169
30,170
30,171
30,172
30,173
30,174
30,175
30,176
30,177
30,178
30,179
30,180
30,181
30,182
30,183
30,184
30,185
30,186
30,187
30,188
30,189
30,190
30,191
30,192
30,193
30,194
30,195
30,196
30,197
30,198
30,228
30,229
30,230
30,231
30,232
30,233
30,234
30,235
30,236
30,237
30,238
30,239
30,240
30,241
30,242
30,243
30,244
31,70
31,71
31,72
31,73
31,74
31,75
31,76
31,77
31,78
31,79
31,80
31,81
31,82
31,83
31,84
31,85
31,86
31,87
31,88
31,89
31,90
31,91
31,92
31,93
31,94
31,95
31,96
31,97
31,98
31,99
31,100
31,101
31,102
31,103
31,104
31,105
31,106
31,107
31,108
31,109
31,110
31,111
31,112
31,113
31,114
31,115
31,116
31,117
31,118
31,119
31,120
31,121
31,122
31,123
31,124
31,125
31,126
31,127
31,128
31,129
31,130
31,131
31,132
31,133
31,134
31,135
31,136
31,137
31,138
31,139
31,140
31,141
31,142
31,143
31,144
31,145
31,146
31,147
31,148
31,149
31,150
31,151
31,152
31,153
31,154
31,155
31,156
31,157
31,158
31,159
31,160
31,161
31,162
31,163
31,164
31,165
31,166
31,167
31,168
31,169
31,170
31,171
31,172
31,173
31,174
31,175
31,176
31,177
31,178
31,179
31,180
31,181
31,182
31,183
31,184
31,185
31,186
31,187
31,188
31,189
31,190
31,191
31,192
31,193
31,194
31,195
31,196
31,197
31,198
31,199
31,200
31,227
31,228
31,229
31,230
31,231
31,232
31,233
31,234
31,235
31,236
31,237
31,238
31,239
31,240
31,241
31,242
31,243
31,244
31,245
32,69
32,70
32,71
32,72
32,73
32,74
32,75
32,76
32,77
32,78
32,79
32,80
32,81
32,82
32,83
32,84
32,85
32,86
32,87
32,88
32,89
32,90
32,91
32,92
32,93
32,94
32,95
32,96
32,97
32,98
32,99
32,100
32,101
32,102
32,103
32,104
32,105
32,106
32,107
32,108
32,109
32,110
32,111
32,112
32,113
32,114
32,115
32,116
32,117
32,118
32,119
32,120
32,121
32,122
32,123
32,124
32,125
32,126
32,127
32,128
32,129
32,130
32,131
32,132
32,133
32,134
32,135
32,136
32,137
32,138
32,139
32,140
32,141
32,142
32,143
32,144
32,145
32,146
32,147
32,148
32,149
32,150
32,151
32,152
32,153
32,154
32,155
32,156
32,157
32,158
32,159
32,160
32,161
32,162
32,163
32,164
32,165
32,166
32,167
32,168
32,169
32,170
32,171
32,172
32,173
32,174
32,175
32,176
32,177
32,178
32,179
32,180
32,181
32,182
32,183
32,184
32,185
32,186
32,187
32,188
32,189
32,190
32,191
32,192
32,193
32,194
32,195
32,196
32,197
32,198
32,199
32,200
32,201
32,202
32,225
32,226
32,227
32,228
32,229
32,230
32,231
32,232
32,233
32,234
32,235
32,236
32,237
32,238
32,239
32,240
32,241
32,242
32,243
32,244
32,245
33,68
33,69
33,70
33,71
33,72
33,73
33,74
33,75
33,76
33,77
33,78
33,79
33,80
33,81
33,82
33,83
33,84
33,85
33,86
33,87
33,88
33,89
33,90
33,91
33,92
33,93
33,94
33,95
33,96
33,97
33,98
33,99
33,100
33,101
33,102
33,103
33,104
33,105
33,106
33,107
33,108
33,109
33,110
33,111
33,112
33,113
33,114
33,115
33,116
33,117
33,118
33,119
33,120
33,121
33,122
33,123
33,124
33,125
33,126
33,127
33,128
33,129
33,130
33,131
33,132
33,133
33,134
33,135
33,136
33,137
33,138
33,139
33,140
33,141
33,142
33,143
33,144
33,145
33,146
33,147
33,148
33,149
33,150
33,151
33,152
33,153
33,154
33,155
33,156
33,157
33,158
33,159
33,160
33,161
33,162
33,163
33,164
33,165
33,166
33,167
33,168
33,169
33,170
33,171
33,172
33,173
33,174
33,175
33,176
33,177
33,178
33,179
33,180
33,181
33,182
33,183
33,184
33,185
33,186
33,187
33,188
33,189
33,190
33,191
33,192
33,193
33,194
33,195
33,196
33,197
33,198
33,199
33,200
33,201
33,202
33,203
33,204
33,205
33,223
33,224
33,225
33,226
33,227
33,228
33,229
33,230
33,231
33,232
33,233
33,234
33,235
33,236
33,237
33,238
33,239
33,240
33,241
33,242
33,243
33,244
33,245
34,68
34,69
34,70
34,71
34,72
34,73
34,74
34,75
34,76
34,77
34,78
34,79
34,80
34,81
34,82
34,83
34,84
34,85
34,86
34,87
34,88
34,89
34,90
34,91
34,92
34,93
34,94
34,95
34,96
34,97
34,98
34,99
34,100
34,101
34,102
34,103
34,104
34,105
34,106
34,107
34,108
34,109
34,110
34,111
34,112
34,113
34,114
34,115
34,116
34,117
34,118
34,119
34,120
34,121
34,122
34,123
34,124
34,125
34,126
34,127
34,128
34,129
34,130
34,131
34,132
34,133
34,134
34,135
34,136
34,137
34,138
34,139
34,140
34,141
34,142
34,143
34,144
34,145
34,146
34,147
34,148
34,149
34,150
34,151
34,152
34,153
34,154
34,155
34,156
34,157
34,158
34,159
34,160
34,161
34,162
34,163
34,164
34,165
34,166
34,167
34,168
34,169
34,170
34,171
34,172
34,173
34,174
34,175
34,176
34,177
34,178
34,179
34,180
34,181
34,182
34,183
34,184
34,185
34,186
34,187
34,188
34,189
34,190
34,191
34,192
34,193
34,194
34,195
34,196
34,197
34,198
34,199
34,200
34,201
34,202
34,203
34,204
34,205
34,206
34,207
34,208
34,209
34,210
34,220
34,221
34,222
34,223
34,224
34,225
34,226
34,227
34,228
34,229
34,230
34,231
34,232
34,233
34,234
34,235
34,236
34,237
34,238
34,239
34,240
34,241
34,242
34,243
34,244
34,245
34,246
35,67
35,68
35,69
35,70
35,71
35,72
35,73
35,74
35,75
35,76
35,77
35,78
35,79
35,80
35,81
35,82
35,83
35,84
35,85
35,86
35,87
35,88
35,89
35,90
35,91
35,92
35,93
35,94
35,95
35,96
35,97
35,98
35,99
35,100
35,101
35,102
35,103
35,104
35,105
35,106
35,107
35,108
35,109
35,110
35,111
35,112
35,113
35,114
35,115
35,116
35,117
35,118
35,119
35,120
35,121
35,122
35,123
35,124
35,125
35,126
35,127
35,128
35,129
35,130
35,131
35,132
35,133
35,134
35,135
35,136
35,137
35,138
35,139
35,140
35,141
35,142
35,143
35,144
35,145
35,146
35,147
35,148
35,149
35,150
35,151
35,152
35,153
35,154
35,155
35,156
35,157
35,158
35,159
35,160
35,161
35,162
35,163
35,164
35,165
35,166
35,167
35,168
35,169
35,170
35,171
35,172
35,173
35,174
35,175
35,176
35,177
35,178
35,179
35,180
35,181
35,182
35,183
35,184
35,185
35,186
35,187
35,188
35,189
35,190
35,191
35,192
35,193
35,194
35,195
35,196
35,197
35,198
35,199
35,200
35,201
35,202
35,203
35,204
35,205
35,206
35,207
35,208
35,209
35,210
35,211
35,212
35,213
35,214
35,215
35,216
35,217
35,218
35,219
35,220
35,221
35,222
35,223
35,224
35,225
35,226
35,227
35,228
35,229
35,230
35,231
35,232
35,233
35,234
35,235
35,236
35,237
35,238
35,239
35,240
35,241
35,242
35,243
35,244
35,245
35,246
35,247
36,67
36,68
36,69
36,70
36,71
36,72
36,73
36,74
36,75
36,76
36,77
36,78
36,79
36,80
36,81
36,82
36,83
36,84
36,85
36,86
36,87
36,88
36,89
36,90
36,91
36,92
36,93
36,94
36,95
36,96
36,97
36,98
36,99
36,100
36,101
36,102
36,103
36,104
36,105
36,106
36,107
36,108
36,109
36,110
36,111
36,112
36,113
36,114
36,115
36,116
36,117
36,118
36,119
36,120
36,121
36,122
36,123
36,124
36,125
36,126
36,127
36,128
36,129
36,130
36,131
36,132
36,133
36,134
36,135
36,136
36,137
36,138
36,139
36,140
36,141
36,142
36,143
36,144
36,145
36,146
36,147
36,148
36,149
36,150
36,151
36,152
36,153
36,154
36,155
36,156
36,157
36,158
36,159
36,160
36,161
36,162
36,163
36,164
36,165
36,166
36,167
36,168
36,169
36,170
36,171
36,172
36,173
36,174
36,175
36,176
36,177
36,178
36,179
36,180
36,181
36,182
36,183
36,184
36,185
36,186
36,187
36,188
36,189
36,190
36,191
36,192
36,193
36,194
36,195
36,196
36,197
36,198
36,199
36,200
36,201
36,202
36,203
36,204
36,205
36,206
36,207
36,208
36,209
36,210
36,211
36,212
36,213
36,214
36,215
36,216
36,217
36,218
36,219
36,220
36,221
36,222
36,223
36,224
36,225
36,226
36,227
36,228
36,229
36,230
36,231
36,232
36,233
36,234
36,235
36,236
36,237
36,238
36,239
36,240
36,241
36,242
36,243
36,244
36,245
36,246
36,247
37,66
37,67
37,68
37,69
37,70
37,71
37,72
37,73
37,74
37,75
37,76
37,77
37,78
37,79
37,80
37,81
37,82
37,83
37,84
37,85
37,86
37,87
37,88
37,89
37,90
37,91
37,92
37,93
37,94
37,95
37,96
37,97
37,98
37,99
37,100
37,101
37,102
37,103
37,104
37,105
37,106
37,107
37,108
37,109
37,110
37,111
37,112
37,113
37,114
37,115
37,116
37,117
37,118
37,119
37,120
37,121
37,122
37,123
37,124
37,125
37,126
37,127
37,128
37,129
37,130
37,131
37,132
37,133
37,134
37,135
37,136
37,137
37,138
37,139
37,140
37,141
37,142
37,143
37,144
37,145
37,146
37,147
37,148
37,149
37,150
37,151
37,152
37,153
37,154
37,155
37,156
37,157
37,158
37,159
37,160
37,161
37,162
37,163
37,164
37,165
37,166
37,167
37,168
37,169
37,170
37,171
37,172
37,173
37,174
37,175
37,176
37,177
37,178
37,179
37,180
37,181
37,182
37,183
37,184
37,185
37,186
37,187
37,188
37,189
37,190
37,191
37,192
37,193
37,194
37,195
37,196
37,197
37,198
37,199
37,200
37,201
37,202
37,203
37,204
37,205
37,206
37,207
37,208
37,209
37,210
37,211
37,212
37,213
37,214
37,215
37,216
37,217
37,218
37,219
37,220
37,221
37,222
37,223
37,224
37,225
37,226
37,227
37,228
37,229
37,230
37,231
37,232
37,233
37,234
37,235
37,236
37,237
37,238
37,239
37,240
37,241
37,242
37,243
37,244
37,245
37,246
37,247
37,248
38,66
38,67
38,68
38,69
38,70
38,71
38,72
38,73
38,74
38,75
38,76
38,77
38,78
38,79
38,80
38,81
38,82
38,83
38,84
38,85
38,86
38,87
38,88
38,89
38,90
38,91
38,92
38,93
38,94
38,95
38,96
38,97
38,98
38,99
38,100
38,101
38,102
38,103
38,104
38,105
38,106
38,107
38,108
38,109
38,110
38,111
38,112
38,113
38,114
38,115
38,116
38,117
38,118
38,119
38,120
38,121
38,122
38,123
38,124
38,125
38,126
38,127
38,128
38,129
38,130
38,131
38,132
38,133
38,134
38,135
38,136
38,137
38,138
38,139
38,140
38,141
38,142
38,143
38,144
38,145
38,146
38,147
38,148
38,149
38,150
38,151
38,152
38,153
38,154
38,155
38,156
38,157
38,158
38,159
38,160
38,161
38,162
38,163
38,164
38,165
38,166
38,167
38,168
38,169
38,170
38,171
38,172
38,173
38,174
38,175
38,176
38,177
38,178
38,179
38,180
38,181
38,182
38,183
38,184
38,185
38,186
38,187
38,188
38,189
38,190
38,191
38,192
38,193
38,194
38,195
38,196
38,197
38,198
38,199
38,200
38,201
38,202
38,203
38,204
38,205
38,206
38,207
38,208
38,209
38,210
38,211
38,212
38,213
38,214
38,215
38,216
38,217
38,218
38,219
38,220
38,221
38,222
38,223
38,224
38,225
38,226
38,227
38,228
38,229
38,230
38,231
38,232
38,233
38,234
38,235
38,236
38,237
38,238
38,239
38,240
38,241
38,242
38,243
38,244
38,245
38,246
38,247
38,248
39,66
39,67
39,68
39,69
39,70
39,71
39,72
39,73
39,74
39,75
39,76
39,77
39,78
39,79
39,80
39,81
39,82
39,83
39,84
39,85
39,86
39,87
39,88
39,89
39,90
39,91
39,92
39,93
39,94
39,95
39,96
39,97
39,98
39,99
39,100
39,101
39,102
39,103
39,104
39,105
39,106
39,107
39,108
39,109
39,110
39,111
39,112
39,113
39,114
39,115
39,116
39,117
39,118
39,119
39,120
39,121
39,122
39,123
39,124
39,125
39,126
39,127
39,128
39,129
39,130
39,131
39,132
39,133
39,134
39,135
39,136
39,137
39,138
39,139
39,140
39,141
39,142
39,143
39,144
39,145
39,146
39,147
39,148
39,149
39,150
39,151
39,152
39,153
39,154
39,155
39,156
39,157
39,158
39,159
39,160
39,161
39,162
39,163
39,164
39,165
39,166
39,167
39,168
39,169
39,170
39,171
39,172
39,173
39,174
39,175
39,176
39,177
39,178
39,179
39,180
39,181
39,182
39,183
39,184
39,185
39,186
39,187
39,188
39,189
39,190
39,191
39,192
39,193
39,194
39,195
39,196
39,197
39,198
39,199
39,200
39,201
39,202
39,203
39,204
39,205
39,206
39,207
39,208
39,209
39,210
39,211
39,212
39,213
39,214
39,215
39,216
39,217
39,218
39,219
39,220
39,221
39,222
39,223
39,224
39,225
39,226
39,227
39,228
39,229
39,230
39,231
39,232
39,233
39,234
39,235
39,236
39,237
39,238
39,239
39,240
39,241
39,242
39,243
39,244
39,245
39,246
39,247
39,248
39,249
39,250
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,80
40,81
40,82
40,83
40,84
40,85
40,86
40,87
40,88
40,89
40,90
40,91
40,92
40,93
40,94
40,95
40,96
40,97
40,98
40,99
40,100
40,101
40,102
40,103
40,104
40,105
40,106
40,107
40,108
40,109
40,110
40,111
40,112
40,113
40,114
40,115
40,116
40,117
40,118
40,119
40,120
40,121
40,122
40,123
40,124
40,125
40,126
40,127
40,128
40,129
40,130
40,131
40,132
40,133
40,134
40,135
40,136
40,137
40,138
40,139
40,140
40,141
40,142
40,143
40,144
40,145
40,146
40,147
40,148
40,149
40,150
40,151
40,152
40,153
40,154
40,155
40,156
40,157
40,158
40,159
40,160
40,161
40,162
40,163
40,164
40,165
40,166
40,167
40,168
40,169
40,170
40,171
40,172
40,173
40,174
40,175
40,176
40,177
40,178
40,179
40,180
40,181
40,182
40,183
40,184
40,185
40,186
40,187
40,188
40,189
40,190
40,191
40,192
40,193
40,194
40,195
40,196
40,197
40,198
40,199
40,200
40,201
40,202
40,203
40,204
40,205
40,206
40,207
40,208
40,209
40,210
40,211
40,212
40,213
40,214
40,215
40,216
40,217
40,218
40,219
40,220
40,221
40,222
40,223
40,224
40,225
40,226
40,227
40,228
40,229
40,230
40,231
40,232
40,233
40,234
40,235
40,236
40,237
40,238
40,239
40,240
40,241
40,242
40,243
40,244
40,245
40,246
40,247
40,248
40,249
40,250
40,251
41,66
41,67
41,68
41,69
41,70
41,71
41,72
41,73
41,74
41,75
41,76
41,77
41,78
41,79
41,80
41,81
41,82
41,83
41,84
41,85
41,86
41,87
41,88
41,89
41,90
41,91
41,92
41,93
41,94
41,95
41,96
41,97
41,98
41,99
41,100
41,101
41,102
41,103
41,104
41,105
41,106
41,107
41,108
41,109
41,110
41,111
41,112
41,113
41,114
41,115
41,116
41,117
41,118
41,119
41,120
41,121
41,122
41,123
41,124
41,125
41,126
41,127
41,128
41,129
41,130
41,131
41,132
41,133
41,134
41,135
41,136
41,137
41,138
41,139
41,140
41,141
41,142
41,143
41,144
41,145
41,146
41,147
41,148
41,149
41,150
41,151
41,152
41,153
41,154
41,155
41,156
41,157
41,158
41,159
41,160
41,161
41,162
41,163
41,164
41,165
41,166
41,167
41,168
41,169
41,170
41,171
41,172
41,173
41,174
41,175
41,176
41,177
41,178
41,179
41,180
41,181
41,182
41,183
41,184
41,185
41,186
41,187
41,188
41,189
41,190
41,191
41,192
41,193
41,194
41,195
41,196
41,197
41,198
41,199
41,200
41,201
41,202
41,203
41,204
41,205
41,206
41,207
41,208
41,209
41,210
41,211
41,212
41,213
41,214
41,215
41,216
41,217
41,218
41,219
41,220
41,221
41,222
41,223
41,224
41,225
41,226
41,227
41,228
41,229
41,230
41,231
41,232
41,233
41,234
41,235
41,236
41,237
41,238
41,239
41,240
41,241
41,242
41,243
41,244
41,245
41,246
41,247
41,248
41,249
41,250
41,251
41,252
42,66
42,67
42,68
42,69
42,70
42,71
42,72
42,73
42,74
42,75
42,76
42,77
42,78
42,79
42,80
42,81
42,82
42,83
42,84
42,85
42,86
42,87
42,88
42,89
42,90
42,91
42,92
42,93
42,94
42,95
42,96
42,97
42,98
42,99
42,100
42,101
42,102
42,103
42,104
42,105
42,106
42,107
42,108
42,109
42,110
42,111
42,112
42,113
42,114
42,115
42,116
42,117
42,118
42,119
42,120
42,121
42,122
42,123
42,124
42,125
42,126
42,127
42,128
42,129
42,130
42,131
42,132
42,133
42,134
42,135
42,136
42,137
42,138
42,139
42,140
42,141
42,142
42,143
42,144
42,145
42,146
42,147
42,148
42,149
42,150
42,151
42,152
42,153
42,154
42,155
42,156
42,157
42,158
42,159
42,160
42,161
42,162
42,163
42,164
42,165
42,166
42,167
42,168
42,169
42,170
42,171
42,172
42,173
42,174
42,175
42,176
42,177
42,178
42,179
42,180
42,181
